0,3.2
0,2.8
0,2.3
0,1.8
0,0.7
0,1.8
5,4.8
5,7.2
5,7.7
5,7.3
5,10.6
5,5.3
8,7.4
8,8
8,9.3
8,8.9
8,9.8
8,8
12,14.7
12,9.9
12,18.1
12,18.8
12,12
12,11.2
15,16.8
15,19.2
15,18.5
15,18.6
15,18.5
15,22.9
19,32.6
19,19.9
19,31.4
19,26.7
19,32.9
19,20.1
22,38.4
22,29.7
22,32.5
22,35.7
22,31.1
22,24.2
